Elapsed time;POST: createOrder
07:36:28,500;979.5
07:36:29,0;182.33333333333334
07:36:30,0;84.0
07:36:30,500;84.5
07:36:31,0;77.66666666666667
07:36:32,0;101.42857142857143
07:36:32,500;73.5
07:36:33,0;86.625
07:36:33,500;79.2
07:36:34,0;79.16666666666667
07:36:34,500;79.0
07:36:35,0;87.1
07:36:35,500;75.5
07:36:36,0;78.85714285714286
07:36:36,500;75.125
07:36:37,0;77.0
07:36:37,500;71.0
07:36:38,0;69.22222222222223
07:36:38,500;74.11111111111111
07:36:39,0;75.4
07:36:39,500;72.9
07:36:40,0;75.4
07:36:40,500;74.9090909090909
07:36:41,0;71.7
07:36:41,500;72.6923076923077
07:36:42,0;69.66666666666667
07:36:42,500;72.92857142857142
07:36:43,0;72.33333333333333
07:36:43,500;58.57142857142857
07:36:44,0;74.25
07:36:44,500;75.92857142857143
07:36:45,0;73.28571428571429
07:36:45,500;75.28571428571429
07:36:46,0;75.0
07:36:46,500;71.86666666666666
07:36:47,0;69.00000000000001
07:36:47,500;64.125
07:36:48,0;69.94444444444444
07:36:48,500;69.8125
07:36:49,0;76.00000000000003
07:36:49,500;71.55555555555556
07:36:50,0;69.25
07:36:50,500;76.76190476190476
07:36:51,0;78.0
07:36:51,500;73.21052631578948
07:36:52,0;68.5
07:36:52,500;74.88235294117646
07:36:53,0;71.47368421052632
07:36:53,500;74.35
07:36:54,0;60.333333333333336
07:36:54,500;73.54545454545455
07:36:55,0;65.36363636363636
07:36:55,500;62.52173913043478
07:36:56,0;69.68181818181819
07:36:56,500;74.32
07:36:57,0;58.95652173913044
07:36:57,500;65.00000000000001
07:36:58,0;65.35999999999999
07:36:58,500;68.375
07:36:59,0;65.25925925925925
07:36:59,500;60.92
07:37:00,0;65.66666666666667
07:37:00,500;68.72413793103449
07:37:01,0;68.99999999999999
07:37:01,500;60.96666666666667
07:37:02,0;56.55172413793103
07:37:02,500;66.90625
07:37:03,0;63.48275862068966
07:37:03,500;85.29032258064517
07:37:04,0;74.77142857142857
07:37:04,500;76.19354838709674
07:37:05,0;74.27586206896557
07:37:05,500;69.06060606060608
07:37:06,0;78.53846153846152
07:37:06,500;102.52380952380952
07:37:07,0;78.76315789473684
07:37:07,500;88.51428571428572
07:37:08,0;94.6842105263158
07:37:08,500;110.92
07:37:09,0;164.3265306122449
07:37:09,500;85.30555555555556
07:37:10,0;79.8
07:37:10,500;127.06666666666666
07:37:11,0;150.51020408163265
07:37:11,500;63.65909090909092
07:37:12,0;75.20588235294117
07:37:12,500;93.21739130434783
07:37:13,0;94.2439024390244
07:37:13,500;120.11111111111111
07:37:14,0;109.27659574468085
07:37:14,500;130.81395348837214
07:37:15,0;88.58599124452782
07:37:15,500;80.76744186046511
07:37:16,0;90.3413043478261
07:37:16,500;123.80851063829792
07:37:17,0;91.34693877551021
07:37:17,500;98.68627450980392
07:37:18,0;91.97777777777777
07:37:18,500;141.86363636363635
07:37:19,0;100.91228070175438
07:37:19,500;84.55312500000002
07:37:20,0;80.14285714285715
07:37:20,500;92.48000000000003
07:37:21,0;103.24561403508773
07:37:21,500;85.63793103448276
07:37:22,0;81.86666666666666
07:37:22,500;138.95
07:37:23,0;254.9655172413793
07:37:23,500;283.4807692307692
07:37:24,0;436.9387755102041
07:37:24,500;522.3050847457627
07:37:25,0;552.6600000000002
07:37:25,500;671.8764367816094
07:37:26,0;736.9090909090909
07:37:26,500;703.8214285714283
07:37:27,0;949.8723404255319
