Elapsed time;POST: createOrder
16:16:39,0;751.0
16:16:39,500;275.0
16:16:40,0;535.0
16:16:40,500;269.8
16:16:41,0;70.0
16:16:41,500;77.0
16:16:42,0;60.333333333333336
16:16:42,500;73.0
16:16:43,0;67.0
16:16:43,500;74.4
16:16:44,0;69.5
16:16:44,500;65.0
16:16:45,0;62.6
16:16:45,500;67.0
16:16:46,0;66.6
16:16:46,500;56.4
16:16:47,0;61.4
16:16:47,500;55.125
16:16:48,0;55.888888888888886
16:16:48,500;51.333333333333336
16:16:49,0;52.0
16:16:49,500;51.4
16:16:50,0;56.81818181818182
16:16:50,500;48.36363636363637
16:16:51,0;47.18181818181818
16:16:51,500;51.84615384615385
16:16:52,0;50.61538461538461
16:16:52,500;50.083333333333336
16:16:53,0;48.75
16:16:53,500;50.857142857142854
16:16:54,0;47.92857142857143
16:16:54,500;47.84615384615385
16:16:55,0;53.46666666666667
16:16:55,500;48.375
16:16:56,0;46.666666666666664
16:16:56,500;72.625
16:16:57,0;53.4375
16:16:57,500;53.5
16:16:58,0;52.78947368421053
16:16:58,500;50.8235294117647
16:16:59,0;48.05263157894737
16:16:59,500;49.35294117647059
16:17:00,0;56.8421052631579
16:17:00,500;50.449999999999996
16:17:01,0;47.0
16:17:01,500;65.85
16:17:02,0;50.95
16:17:02,500;45.13636363636363
16:17:03,0;46.05263157894737
16:17:03,500;52.43478260869565
16:17:04,0;48.476190476190474
16:17:04,500;39.12
16:17:05,0;39.68181818181818
16:17:05,500;42.63636363636363
16:17:06,0;41.8
16:17:06,500;35.0
16:17:07,0;35.96
16:17:07,500;41.5
16:17:08,0;35.16
16:17:08,500;37.24
16:17:09,0;35.307692307692314
16:17:09,500;39.38461538461539
16:17:10,0;37.87999999999999
16:17:10,500;68.21052631578948
16:17:11,0;57.22857142857143
16:17:11,500;39.30769230769229
16:17:12,0;40.5925925925926
16:17:12,500;36.65384615384615
16:17:13,0;37.44444444444444
16:17:13,500;59.6
16:17:14,0;50.6551724137931
16:17:14,500;43.51851851851852
16:17:15,0;46.666666666666664
16:17:15,500;48.48275862068966
16:17:16,0;42.7037037037037
16:17:16,500;43.17241379310343
16:17:17,0;46.03448275862069
16:17:17,500;43.42857142857143
16:17:18,0;48.62068965517241
16:17:18,500;46.55555555555556
16:17:19,0;62.39999999999996
16:17:19,500;117.43333333333334
16:17:20,0;46.5
16:17:20,500;32.07142857142857
16:17:21,0;34.86206896551723
16:17:21,500;33.166666666666664
16:17:22,0;32.43333333333333
16:17:22,500;34.965517241379324
16:17:23,0;37.93333333333333
16:17:23,500;57.63333333333335
16:17:24,0;41.0625
16:17:24,500;33.23333333333333
16:17:25,0;35.099999999999994
16:17:25,500;42.9375
16:17:26,0;40.354838709677416
16:17:26,500;35.61290322580644
16:17:27,0;34.225806451612904
16:17:27,500;41.18749999999999
16:17:28,0;39.18181818181817
16:17:28,500;34.8125
16:17:29,0;33.09374999999999
16:17:29,500;34.968750000000014
16:17:30,0;39.0967741935484
16:17:30,500;38.88235294117647
16:17:31,0;41.71875
16:17:31,500;54.9
16:17:32,0;60.52777777777778
16:17:32,500;41.05882352941177
16:17:33,0;40.78787878787879
16:17:33,500;43.44117647058823
16:17:34,0;37.35294117647059
16:17:34,500;30.885714285714286
16:17:35,0;33.78787878787878
16:17:35,500;34.705882352941174
16:17:36,0;41.61764705882353
16:17:36,500;39.44444444444444
16:17:37,0;30.34285714285714
16:17:37,500;32.82857142857143
16:17:38,0;36.74285714285714
16:17:38,500;39.25714285714286
16:17:39,0;35.665454545454544
16:17:39,500;38.793103448275865
16:17:40,0;54.15384615384615
16:17:40,500;36.76470588235294
16:17:41,0;43.205882352941174
16:17:41,500;37.628571428571426
16:17:42,0;30.823529411764707
16:17:42,500;30.62857142857143
16:17:43,0;34.26470588235295
16:17:43,500;43.42857142857143
16:17:44,0;50.668571428571425
16:17:44,500;37.67647058823529
16:17:45,0;43.970588235294116
16:17:45,500;44.794117647058826
16:17:46,0;45.542857142857144
16:17:46,500;38.74285714285714
16:17:47,0;58.392857142857146
16:17:47,500;74.425
16:17:48,0;36.583333333333336
16:17:48,500;33.64705882352941
16:17:49,0;38.08823529411766
16:17:49,500;29.571428571428573
16:17:50,0;32.48571428571429
16:17:50,500;32.44117647058824
16:17:51,0;29.38888888888889
16:17:51,500;39.81818181818182
16:17:52,0;30.22222222222222
16:17:52,500;29.852941176470587
16:17:53,0;34.571428571428584
16:17:53,500;38.52777777777777
16:17:54,0;30.685714285714287
16:17:54,500;28.314285714285713
16:17:55,0;30.735294117647058
16:17:55,500;29.861111111111104
16:17:56,0;29.852941176470587
16:17:56,500;33.8235294117647
16:17:57,0;34.25714285714286
16:17:57,500;41.55555555555556
16:17:58,0;39.57575757575758
16:17:58,500;35.2972972972973
16:17:59,0;28.235294117647058
16:17:59,500;28.885714285714286
16:18:00,0;38.285714285714285
16:18:00,500;30.029411764705884
16:18:01,0;27.97222222222222
16:18:01,500;29.08823529411765
16:18:02,0;29.176470588235293
16:18:02,500;29.72222222222222
16:18:03,0;39.42424242424242
16:18:03,500;43.333333333333336
16:18:04,0;41.17142857142857
16:18:04,500;42.8
16:18:05,0;41.411764705882355
16:18:05,500;42.611111111111114
16:18:06,0;42.142857142857146
16:18:06,500;44.08571428571429
16:18:07,0;40.114285714285714
16:18:07,500;42.470588235294116
16:18:08,0;49.92063492063492
16:18:08,500;48.82089552238806
16:18:09,0;139.05172413793105
16:18:09,500;289.46031746031747
16:18:10,0;480.55
16:18:10,500;631.0806451612905
16:18:11,0;797.986301369863
16:18:11,500;970.377358490566
16:18:12,0;1199.3728813559321
16:18:12,500;1398.4285714285713
16:18:13,0;1511.1617647058827
16:18:13,500;1518.21875
16:18:14,0;1584.9424603174602
16:18:14,500;1632.9279907084788
16:18:15,0;1575.1803278688524
16:18:15,500;1487.4929577464789
16:18:16,0;1414.7230769230769
16:18:16,500;1486.8372093023258
16:18:17,0;1587.155172413793
16:18:17,500;1659.7323943661972
16:18:18,0;1678.6101694915253
16:18:18,500;1539.4423076923076
16:18:19,0;1429.8494623655913
16:18:19,500;1390.5932203389825
16:18:20,0;1357.28125
16:18:20,500;1389.1976744186045
16:18:21,0;1299.2981366459628
16:18:21,500;1318.6587301587304
16:18:22,0;1414.7413793103449
16:18:22,500;1526.857142857143
16:18:23,0;1566.1475409836066
16:18:23,500;1542.0472792149867
16:18:24,0;1620.2203389830509
16:18:24,500;1627.4642857142858
16:18:25,0;1629.5757575757575
16:18:25,500;1560.439393939394
16:18:26,0;1511.2459016393443
16:18:26,500;1437.641975308642
16:18:27,0;1363.6285714285716
16:18:27,500;1285.5555555555554
16:18:28,0;1267.8032786885246
16:18:28,500;1259.2987012987012
16:18:29,0;1165.6310679611647
16:18:29,500;1051.5
16:18:30,0;1093.2666666666667
16:18:30,500;1200.710843373494
16:18:31,0;1199.213333333333
