Elapsed time;POST: createOrder
18:56:15,500;680.6666666666666
18:56:16,0;75.0
18:56:17,0;58.0
18:56:17,500;57.5
18:56:18,0;64.0
18:56:18,500;65.0
18:56:19,0;54.25
18:56:19,500;53.333333333333336
18:56:20,500;158.4
18:56:21,0;65.5
18:56:21,500;68.0
18:56:22,0;68.44444444444444
18:56:22,500;67.71428571428571
18:56:23,0;59.42857142857143
18:56:23,500;53.5
18:56:24,0;55.57142857142857
18:56:24,500;52.44444444444444
18:56:25,0;53.5
18:56:25,500;59.875
18:56:26,0;46.0
18:56:26,500;49.4
18:56:27,0;68.5
18:56:27,500;42.09090909090909
18:56:28,0;45.63636363636363
18:56:28,500;39.18181818181818
18:56:29,0;38.30769230769231
18:56:29,500;39.5
18:56:30,0;41.61538461538461
18:56:30,500;40.0
18:56:31,0;42.733333333333334
18:56:31,500;37.642857142857146
18:56:32,0;47.53333333333333
18:56:32,500;44.142857142857146
18:56:33,0;37.75
18:56:33,500;35.88235294117647
18:56:34,0;38.588235294117645
18:56:34,500;34.93749999999999
18:56:35,0;36.294117647058826
18:56:35,500;36.22222222222222
18:56:36,0;44.277777777777786
18:56:36,500;38.0
18:56:37,0;35.0
18:56:37,500;38.21052631578947
18:56:38,0;44.21052631578947
18:56:38,500;38.25
18:56:39,0;37.2
18:56:39,500;36.666666666666664
18:56:40,0;37.95238095238095
18:56:40,500;34.0
18:56:41,0;36.22727272727273
18:56:41,500;41.56521739130435
18:56:42,0;45.291666666666664
18:56:42,500;37.826086956521735
18:56:43,0;34.5
18:56:43,500;33.083333333333336
18:56:44,0;36.25000000000001
18:56:44,500;35.96153846153846
18:56:45,0;34.199999999999996
18:56:45,500;32.959999999999994
18:56:46,0;36.192307692307686
18:56:46,500;32.653846153846146
18:56:47,0;35.03703703703704
18:56:47,500;40.29166666666667
18:56:48,0;41.384615384615394
18:56:48,500;35.25925925925926
18:56:49,0;38.85714285714285
18:56:49,500;35.91999999999999
18:56:50,0;36.35714285714287
18:56:50,500;34.32
18:56:51,0;51.84615384615385
18:56:51,500;32.99999999999999
18:56:52,0;37.33333333333332
18:56:52,500;41.57142857142857
18:56:53,0;35.724444444444444
