Elapsed time;200;429;500
18:42:22,0;3.0;;
18:42:23,0;3.0;;
18:42:24,0;5.0;;
18:42:25,0;4.0;;
18:42:26,0;10.0;;
18:42:27,0;6.0;;
18:42:28,0;15.0;;
18:42:29,0;13.0;;
18:42:30,0;15.0;;
18:42:31,0;13.0;;
18:42:32,0;20.0;;
18:42:33,0;20.0;;
18:42:34,0;20.0;;
18:42:35,0;23.0;;
18:42:36,0;25.0;;
18:42:37,0;27.0;;
18:42:38,0;29.0;;
18:42:39,0;30.0;;
18:42:40,0;32.0;;
18:42:41,0;33.0;;
18:42:42,0;35.0;;
18:42:43,0;36.0;;
18:42:44,0;39.0;;
18:42:45,0;40.0;;
18:42:46,0;40.0;;
18:42:47,0;44.0;;
18:42:48,0;46.0;;
18:42:49,0;44.0;;
18:42:50,0;49.0;;
18:42:51,0;51.0;;
18:42:52,0;51.0;;
18:42:53,0;55.0;;
18:42:54,0;57.0;;
18:42:55,0;60.0;;
18:42:56,0;60.0;;
18:42:57,0;65.0;;
18:42:58,0;66.0;;
18:42:59,0;69.0;;
18:43:00,0;70.0;;
18:43:01,0;63.0;;
18:43:02,0;87.0;;
18:43:03,0;79.0;;
18:43:04,0;80.0;;
18:43:05,0;84.0;;
18:43:06,0;88.0;;
18:43:07,0;88.0;;
18:43:08,0;93.0;;
18:43:09,0;93.0;;
18:43:10,0;89.0;;
18:43:11,0;105.0;;
18:43:12,0;101.0;;
18:43:13,0;109.0;;
18:43:14,0;111.0;;
18:43:15,0;118.0;;
18:43:16,0;98.0;;
18:43:17,0;139.0;;
18:43:18,0;143.0;;
18:43:19,0;115.0;;
18:43:20,0;143.0;;
18:43:21,0;173.0;;
18:43:22,0;143.0;;3.0
18:43:23,0;153.0;;2.0
18:43:24,0;150.0;;4.0
18:43:25,0;150.0;;3.0
18:43:26,0;129.0;;9.0
18:43:27,0;139.0;;7.0
18:43:28,0;183.0;;10.0
18:43:29,0;147.0;;12.0
18:43:30,0;153.0;;13.0
18:43:31,0;142.0;;20.0
18:43:32,0;153.0;;13.0
18:43:33,0;131.0;;24.0
18:43:34,0;139.0;;16.0
18:43:35,0;120.0;;18.0
18:43:36,0;133.0;;24.0
18:43:37,0;75.0;;27.0
18:43:38,0;56.0;;
18:43:40,0;5.0;7.0;
18:43:41,0;;2.0;
18:43:42,0;;10.0;
18:43:43,0;;2.0;
18:43:44,0;145.0;8.0;9.0
18:43:45,0;3.0;;
18:43:46,0;3.0;5.0;
18:43:47,0;219.0;2.0;39.0
18:43:48,0;147.0;;43.0
18:43:49,0;191.0;;44.0
18:43:50,0;173.0;;45.0
18:43:51,0;136.0;;46.0
18:43:52,0;106.0;;51.0
18:43:53,0;146.0;;50.0
18:43:54,0;237.0;;48.0
18:43:55,0;157.0;;43.0
18:43:56,0;122.0;;57.0
18:43:57,0;148.0;;50.0
18:43:58,0;173.0;;42.0
18:43:59,0;147.0;;53.0
18:44:00,0;142.0;;49.0
18:44:01,0;156.0;;47.0
18:44:02,0;140.0;;48.0
18:44:03,0;121.0;;50.0
18:44:04,0;176.0;;41.0
18:44:05,0;154.0;;49.0
18:44:06,0;149.0;;46.0
18:44:07,0;143.0;;49.0
18:44:08,0;152.0;;47.0
18:44:09,0;155.0;;50.0
18:44:10,0;145.0;;52.0
18:44:11,0;151.0;;46.0
18:44:12,0;145.0;;52.0
18:44:13,0;152.0;;49.0
18:44:14,0;145.0;;46.0
18:44:15,0;150.0;;55.0
18:44:16,0;142.0;;50.0
18:44:17,0;143.0;;45.0
18:44:18,0;155.0;;50.0
18:44:19,0;147.0;;50.0
18:44:20,0;148.0;;45.0
18:44:21,0;151.0;;50.0
18:44:22,0;136.0;;52.0
18:44:23,0;159.0;;51.0
18:44:24,0;151.0;;47.0
18:44:25,0;148.0;;52.0
18:44:26,0;148.0;;51.0
18:44:27,0;153.0;;47.0
18:44:28,0;135.0;;52.0
18:44:29,0;146.0;;47.0
18:44:30,0;151.0;;51.0
18:44:31,0;148.0;;51.0
18:44:32,0;144.0;;48.0
18:44:33,0;149.0;;50.0
18:44:34,0;155.0;;48.0
18:44:35,0;148.0;;51.0
18:44:36,0;151.0;;46.0
18:44:37,0;145.0;;53.0
18:44:38,0;142.0;;46.0
18:44:39,0;152.0;;52.0
18:44:40,0;156.0;;50.0
18:44:41,0;144.0;;48.0
18:44:42,0;144.0;;49.0
18:44:43,0;149.0;;49.0
18:44:44,0;152.0;;49.0
18:44:45,0;148.0;;50.0
18:44:46,0;147.0;;50.0
18:44:47,0;150.0;;45.0
18:44:48,0;147.0;;55.0
18:44:49,0;147.0;;49.0
18:44:50,0;154.0;;49.0
18:44:51,0;145.0;;50.0
18:44:52,0;150.0;;51.0
18:44:53,0;136.0;;47.0
18:44:54,0;160.0;;52.0
18:44:55,0;150.0;;47.0
18:44:56,0;153.0;;50.0
18:44:57,0;150.0;;44.0
18:44:58,0;142.0;;55.0
18:44:59,0;142.0;;48.0
18:45:00,0;154.0;;48.0
18:45:01,0;137.0;;51.0
18:45:02,0;158.0;;50.0
18:45:03,0;148.0;;50.0
18:45:04,0;149.0;;49.0
18:45:05,0;148.0;;50.0
18:45:06,0;150.0;;49.0
18:45:07,0;137.0;;46.0
18:45:08,0;161.0;;50.0
18:45:09,0;141.0;;54.0
18:45:10,0;148.0;;50.0
18:45:11,0;148.0;;46.0
18:45:12,0;147.0;;52.0
18:45:13,0;147.0;;50.0
