Elapsed time;200;Non HTTP response code: java.net.SocketException
15:32:37,0;4.0;
15:32:38,0;6.0;
15:32:39,0;5.0;
15:32:40,0;5.0;
15:32:41,0;12.0;
15:32:42,0;10.0;
15:32:43,0;15.0;
15:32:44,0;15.0;
15:32:45,0;16.0;
15:32:46,0;15.0;
15:32:47,0;19.0;
15:32:48,0;21.0;
15:32:49,0;21.0;
15:32:50,0;24.0;
15:32:51,0;27.0;
15:32:52,0;28.0;
15:32:53,0;30.0;
15:32:54,0;31.0;
15:32:55,0;27.0;
15:32:56,0;33.0;
15:32:57,0;35.0;
15:32:58,0;36.0;
15:32:59,0;41.0;
15:33:00,0;39.0;
15:33:01,0;42.0;
15:33:02,0;43.0;
15:33:03,0;46.0;
15:33:04,0;45.0;
15:33:05,0;47.0;
15:33:06,0;52.0;
15:33:07,0;46.0;
15:33:08,0;48.0;
15:33:09,0;46.0;
15:33:10,0;52.0;
15:33:11,0;51.0;
15:33:12,0;50.0;
15:33:13,0;50.0;
15:33:14,0;55.0;
15:33:15,0;54.0;
15:33:16,0;55.0;
15:33:17,0;52.0;
15:33:18,0;55.0;
15:33:19,0;56.0;
15:33:20,0;61.0;
15:33:21,0;51.0;
15:33:22,0;62.0;
15:33:23,0;58.0;
15:33:24,0;59.0;
15:33:25,0;60.0;
15:33:26,0;59.0;
15:33:27,0;61.0;
15:33:28,0;56.0;
15:33:29,0;65.0;
15:33:30,0;63.0;
15:33:31,0;60.0;
15:33:32,0;65.0;
15:33:33,0;68.0;
15:33:34,0;66.0;
15:33:35,0;65.0;
15:33:36,0;68.0;
15:33:37,0;67.0;
15:33:38,0;70.0;
15:33:39,0;65.0;
15:33:40,0;68.0;
15:33:41,0;62.0;
15:33:42,0;66.0;
15:33:43,0;68.0;
15:33:44,0;64.0;
15:33:45,0;68.0;
15:33:46,0;69.0;
15:33:47,0;68.0;
15:33:48,0;59.0;
15:33:49,0;70.0;
15:33:50,0;68.0;
15:33:51,0;68.0;
15:33:52,0;67.0;
15:33:53,0;69.0;
15:33:54,0;69.0;
15:33:55,0;66.0;
15:33:56,0;70.0;
15:33:57,0;67.0;
15:33:58,0;66.0;
15:33:59,0;67.0;
15:34:00,0;68.0;
15:34:01,0;60.0;
15:34:02,0;70.0;
15:34:03,0;68.0;
15:34:04,0;67.0;
15:34:05,0;60.0;
15:34:06,0;95.0;
15:34:07,0;88.0;
15:34:08,0;90.0;
15:34:09,0;135.0;
15:34:10,0;152.0;
15:34:11,0;130.0;
15:34:12,0;124.0;
15:34:13,0;116.0;
15:34:14,0;121.0;
15:34:15,0;131.0;
15:34:16,0;139.0;
15:34:17,0;126.0;
15:34:18,0;142.0;
15:34:19,0;122.0;
15:34:20,0;137.0;
15:34:21,0;110.0;
15:34:22,0;119.0;
15:34:23,0;128.0;
15:34:24,0;132.0;
15:34:25,0;136.0;
15:34:26,0;125.0;
15:34:27,0;146.0;
15:34:28,0;115.0;
15:34:29,0;127.0;
15:34:30,0;136.0;
15:34:31,0;161.0;
15:34:32,0;150.0;
15:34:33,0;181.0;
15:34:34,0;145.0;
15:34:35,0;187.0;
15:34:36,0;148.0;
15:34:37,0;163.0;
15:34:38,0;178.0;
15:34:39,0;194.0;
15:34:40,0;158.0;
15:34:41,0;163.0;
15:34:42,0;156.0;
15:34:43,0;201.0;
15:34:44,0;139.0;
15:34:45,0;192.0;
15:34:46,0;169.0;
15:34:47,0;179.0;
15:34:48,0;219.0;
15:34:49,0;179.0;
15:34:50,0;71.0;
15:34:51,0;67.0;
15:34:52,0;72.0;
15:34:53,0;65.0;
15:34:54,0;69.0;
15:34:55,0;71.0;
15:34:56,0;69.0;
15:34:57,0;68.0;
15:34:58,0;68.0;
15:34:59,0;68.0;
15:35:00,0;68.0;
15:35:01,0;67.0;
15:35:02,0;68.0;
15:35:03,0;70.0;
15:35:04,0;68.0;
15:35:05,0;69.0;
15:35:06,0;72.0;
15:35:07,0;67.0;
15:35:08,0;69.0;
15:35:09,0;68.0;
15:35:10,0;68.0;
15:35:11,0;69.0;
15:35:12,0;70.0;
15:35:13,0;66.0;
15:35:14,0;71.0;
15:35:15,0;65.0;
15:35:16,0;69.0;
15:35:17,0;70.0;
15:35:18,0;68.0;
15:35:19,0;67.0;
15:35:20,0;72.0;
15:35:21,0;70.0;
15:35:22,0;70.0;
15:35:23,0;69.0;
15:35:24,0;68.0;
15:35:25,0;66.0;
15:35:26,0;71.0;
15:35:27,0;68.0;
15:35:28,0;70.0;
15:35:29,0;65.0;
15:35:30,0;70.0;
15:35:31,0;68.0;
15:35:32,0;67.0;
15:35:33,0;69.0;
15:35:34,0;69.0;
15:35:35,0;69.0;
15:35:36,0;68.0;
15:35:37,0;67.0;
15:35:38,0;69.0;
15:35:39,0;69.0;
15:35:40,0;126.0;
15:35:41,0;168.0;
15:35:42,0;161.0;
15:35:43,0;199.0;
15:35:44,0;162.0;
15:35:45,0;184.0;
15:35:46,0;189.0;
15:35:47,0;153.0;
15:35:48,0;147.0;
15:35:49,0;162.0;
15:35:50,0;174.0;
15:35:51,0;208.0;
15:35:52,0;150.0;
15:35:53,0;163.0;
15:35:54,0;168.0;
15:35:55,0;207.0;
15:35:56,0;151.0;
15:35:57,0;197.0;
15:35:58,0;182.0;
15:35:59,0;194.0;
15:36:00,0;181.0;
15:36:01,0;189.0;
15:36:02,0;159.0;
15:36:03,0;174.0;
15:36:04,0;190.0;
15:36:05,0;207.0;
15:36:06,0;155.0;
15:36:07,0;210.0;
15:36:08,0;176.0;
15:36:09,0;202.0;
