Elapsed time;200;500;Non HTTP response code: java.net.SocketException
03:46:01,0;1.0;;
03:46:02,0;21.0;;
03:46:18,0;31.0;;
03:46:19,0;35.0;;
03:46:20,0;45.0;;
03:46:21,0;66.0;;
03:46:22,0;101.0;;
03:46:23,0;87.0;;
03:46:24,0;70.0;;
03:46:25,0;106.0;;
03:46:26,0;115.0;;
03:46:27,0;110.0;;
03:46:28,0;130.0;;
03:46:29,0;96.0;;
03:46:30,0;121.0;;
03:46:31,0;93.0;;
03:46:32,0;98.0;;
03:46:33,0;97.0;;
03:46:34,0;130.0;;
03:46:35,0;107.0;;
03:46:36,0;84.0;;
03:46:37,0;108.0;;
03:46:38,0;114.0;;
03:46:39,0;109.0;;
03:46:40,0;69.0;;
03:46:41,0;109.0;;
03:46:42,0;131.0;;
03:46:43,0;125.0;;
03:46:44,0;130.0;;
03:46:45,0;112.0;;
03:46:46,0;152.0;;
03:46:47,0;133.0;;
03:46:48,0;105.0;;
03:46:49,0;110.0;;
03:46:50,0;120.0;;
03:46:51,0;138.0;;
03:46:52,0;167.0;;
03:46:53,0;167.0;;
03:46:54,0;209.0;;
03:46:55,0;204.0;;
03:46:56,0;201.0;;
03:46:57,0;189.0;;
03:46:58,0;148.0;;
03:46:59,0;135.0;;
03:47:00,0;15.0;;
03:47:03,0;;70.0;
03:47:04,0;;57.0;
03:47:05,0;;73.0;
03:47:06,0;;18.0;
03:47:07,0;;39.0;
03:47:08,0;;72.0;
03:47:09,0;;76.0;
03:47:10,0;;41.0;
03:47:11,0;10.0;8.0;
03:47:12,0;55.0;;
03:47:13,0;56.0;;
03:47:14,0;116.0;;
03:47:15,0;119.0;;
03:47:16,0;107.0;;
03:47:17,0;131.0;;
03:47:18,0;148.0;;
03:47:19,0;127.0;;
03:47:20,0;127.0;;
03:47:21,0;124.0;;
03:47:22,0;110.0;;
03:47:23,0;123.0;;
03:47:24,0;104.0;;
03:47:25,0;99.0;;
03:47:26,0;136.0;;
03:47:27,0;137.0;;
03:47:28,0;166.0;;
03:47:29,0;170.0;;
03:47:30,0;94.0;;
03:47:32,0;;37.0;
03:47:33,0;;83.0;
03:47:34,0;;80.0;
03:47:36,0;;42.0;
03:47:37,0;;83.0;
03:47:38,0;;75.0;
03:47:39,0;;22.0;
03:47:40,0;27.0;14.0;
03:47:41,0;66.0;;
03:47:42,0;112.0;;
03:47:43,0;115.0;;
03:47:44,0;142.0;;
03:47:45,0;148.0;;
03:47:46,0;164.0;;
03:47:47,0;163.0;;
03:47:48,0;183.0;;
03:47:49,0;196.0;;
03:47:50,0;181.0;;
03:47:51,0;138.0;;
03:47:52,0;205.0;;
03:47:53,0;177.0;;
03:47:54,0;178.0;;
03:47:55,0;149.0;;
03:47:56,0;150.0;;
03:47:57,0;147.0;;
03:47:58,0;151.0;;
03:47:59,0;144.0;;
03:48:00,0;16.0;;
03:48:03,0;;127.0;
03:48:04,0;;73.0;
03:48:06,0;;116.0;
03:48:07,0;;84.0;
03:48:09,0;;101.0;
03:48:10,0;;99.0;
03:48:12,0;;92.0;
03:48:13,0;;108.0;
03:48:15,0;;82.0;
03:48:16,0;;118.0;
03:48:18,0;;71.0;
03:48:19,0;;129.0;
03:48:21,0;;46.0;
03:48:22,0;;94.0;
03:48:23,0;;60.0;
03:48:24,0;;12.0;
03:48:25,0;;83.0;
03:48:26,0;;85.0;
03:48:27,0;;25.0;
03:48:28,0;;57.0;
03:48:29,0;;75.0;
03:48:30,0;43.0;;
03:48:31,0;84.0;;
03:48:32,0;134.0;;
03:48:33,0;164.0;;
03:48:34,0;181.0;;
03:48:35,0;208.0;;
03:48:36,0;198.0;;
03:48:37,0;158.0;;
03:48:38,0;158.0;;
03:48:39,0;164.0;;
03:48:40,0;184.0;;
03:48:41,0;169.0;;
03:48:42,0;153.0;;
03:48:43,0;145.0;;
03:48:44,0;153.0;;
03:48:45,0;142.0;;
03:48:46,0;147.0;;
03:48:47,0;124.0;;
03:48:48,0;116.0;;
03:48:49,0;123.0;;
03:48:50,0;110.0;;
03:48:51,0;120.0;;
03:48:52,0;109.0;;
03:48:53,0;125.0;;
03:48:54,0;110.0;;
03:48:55,0;123.0;;
03:48:56,0;122.0;;
03:48:57,0;191.0;;
03:48:58,0;180.0;;
03:48:59,0;217.0;;
03:49:00,0;133.0;;
03:49:03,0;;113.0;
03:49:04,0;;87.0;
03:49:06,0;;103.0;
03:49:07,0;;97.0;
03:49:09,0;;90.0;
03:49:10,0;;110.0;
03:49:12,0;;76.0;
03:49:13,0;;124.0;
03:49:15,0;;60.0;
03:49:16,0;;138.0;
03:49:17,0;;2.0;
03:49:18,0;;52.0;
03:49:19,0;;137.0;
03:49:20,0;;11.0;
03:49:21,0;;36.0;
03:49:22,0;;94.0;
03:49:23,0;;69.0;
03:49:24,0;;7.0;
03:49:25,0;;77.0;
03:49:26,0;;84.0;
03:49:27,0;;33.0;
03:49:28,0;;53.0;
03:49:29,0;20.0;13.0;
03:49:30,0;52.0;;
03:49:31,0;121.0;;
03:49:32,0;133.0;;
03:49:33,0;186.0;;
03:49:34,0;201.0;;
03:49:35,0;221.0;;
03:49:36,0;176.0;;
03:49:37,0;204.0;;
03:49:38,0;153.0;;
03:49:39,0;147.0;;
03:49:40,0;151.0;;
03:49:41,0;147.0;;
03:49:42,0;145.0;;
03:49:43,0;153.0;;
03:49:44,0;151.0;;
03:49:45,0;150.0;;
03:49:46,0;145.0;;
03:49:47,0;149.0;;
03:49:48,0;147.0;;
03:49:49,0;154.0;;
03:49:50,0;152.0;;
03:49:51,0;148.0;;
03:49:52,0;151.0;;
03:49:53,0;145.0;;
03:49:54,0;150.0;;
03:49:55,0;148.0;;
03:49:56,0;149.0;;
03:49:57,0;141.0;;
03:49:58,0;121.0;;
03:50:01,0;;33.0;
03:50:02,0;;140.0;
03:50:03,0;;27.0;
03:50:04,0;;21.0;
03:50:05,0;;140.0;
03:50:06,0;;39.0;
03:50:07,0;;17.0;
03:50:08,0;;135.0;
03:50:09,0;;48.0;
03:50:10,0;;6.0;
03:50:11,0;;135.0;
03:50:12,0;;59.0;
03:50:14,0;;128.0;
03:50:15,0;;72.0;
03:50:17,0;;116.0;
03:50:18,0;;84.0;
03:50:20,0;;79.0;
03:50:21,0;;121.0;
03:50:23,0;;50.0;
03:50:24,0;;98.0;
03:50:25,0;;52.0;
03:50:26,0;;29.0;
03:50:27,0;;91.0;
03:50:28,0;;80.0;
03:50:29,0;;17.0;
03:50:30,0;29.0;12.0;
03:50:31,0;71.0;;
03:50:32,0;125.0;;
03:50:33,0;148.0;;
03:50:34,0;163.0;;
03:50:35,0;186.0;;
03:50:36,0;196.0;;
03:50:37,0;221.0;;
03:50:38,0;215.0;;
03:50:39,0;149.0;;
03:50:40,0;144.0;;
03:50:41,0;152.0;;
03:50:42,0;148.0;;
03:50:43,0;148.0;;
03:50:44,0;150.0;;
03:50:45,0;154.0;;
03:50:46,0;146.0;;
03:50:47,0;152.0;;
03:50:48,0;148.0;;
03:50:49,0;147.0;;
03:50:50,0;144.0;;
03:50:51,0;153.0;;
03:50:52,0;148.0;;
03:50:53,0;153.0;;
03:50:54,0;148.0;;
03:50:55,0;150.0;;
03:50:56,0;147.0;;
03:50:57,0;153.0;;
03:50:58,0;145.0;;
03:50:59,0;150.0;;
03:51:00,0;147.0;;2.0
03:51:01,0;73.0;;9.0
