Elapsed time;200;429
08:10:44,0;9.0;
08:10:45,0;6.0;
08:10:46,0;8.0;
08:10:47,0;10.0;
08:10:48,0;11.0;
08:10:49,0;14.0;
08:10:50,0;15.0;
08:10:51,0;17.0;
08:10:52,0;17.0;
08:10:53,0;18.0;
08:10:54,0;22.0;
08:10:55,0;24.0;
08:10:56,0;24.0;
08:10:57,0;27.0;
08:10:58,0;29.0;
08:10:59,0;30.0;
08:11:00,0;32.0;
08:11:01,0;32.0;
08:11:02,0;31.0;
08:11:03,0;36.0;
08:11:04,0;39.0;
08:11:05,0;38.0;
08:11:06,0;39.0;
08:11:07,0;42.0;
08:11:08,0;43.0;
08:11:09,0;45.0;
08:11:10,0;40.0;
08:11:11,0;41.0;
08:11:12,0;47.0;
08:11:13,0;51.0;
08:11:14,0;51.0;
08:11:15,0;58.0;
08:11:16,0;60.0;
08:11:17,0;56.0;
08:11:18,0;66.0;
08:11:19,0;70.0;
08:11:20,0;68.0;
08:11:21,0;72.0;
08:11:22,0;67.0;
08:11:23,0;84.0;
08:11:24,0;78.0;
08:11:25,0;84.0;
08:11:26,0;82.0;
08:11:27,0;85.0;
08:11:28,0;85.0;
08:11:29,0;102.0;
08:11:30,0;87.0;
08:11:31,0;102.0;
08:11:32,0;93.0;
08:11:33,0;117.0;
08:11:34,0;114.0;
08:11:35,0;118.0;
08:11:36,0;121.0;
08:11:37,0;121.0;
08:11:38,0;127.0;
08:11:39,0;100.0;15.0
08:11:40,0;79.0;59.0
08:11:41,0;88.0;49.0
08:11:42,0;86.0;52.0
08:11:43,0;51.0;88.0
08:11:44,0;88.0;60.0
08:11:45,0;99.0;56.0
08:11:46,0;103.0;45.0
08:11:47,0;98.0;43.0
08:11:48,0;103.0;45.0
08:11:49,0;133.0;29.0
08:11:50,0;163.0;
08:11:51,0;166.0;
08:11:52,0;157.0;
08:11:53,0;173.0;
08:11:54,0;157.0;1.0
08:11:55,0;171.0;8.0
08:11:56,0;150.0;16.0
08:11:57,0;160.0;15.0
08:11:58,0;127.0;38.0
08:11:59,0;142.0;31.0
08:12:00,0;160.0;20.0
08:12:01,0;179.0;4.0
08:12:02,0;143.0;35.0
08:12:03,0;144.0;40.0
08:12:04,0;127.0;41.0
08:12:05,0;133.0;50.0
08:12:06,0;122.0;68.0
08:12:07,0;153.0;30.0
08:12:08,0;158.0;38.0
08:12:09,0;137.0;52.0
08:12:10,0;128.0;59.0
08:12:11,0;179.0;17.0
08:12:12,0;140.0;42.0
08:12:13,0;155.0;38.0
08:12:14,0;149.0;42.0
08:12:15,0;156.0;44.0
08:12:16,0;162.0;34.0
08:12:17,0;173.0;18.0
08:12:18,0;169.0;24.0
08:12:19,0;148.0;45.0
08:12:20,0;154.0;36.0
08:12:21,0;180.0;19.0
08:12:22,0;161.0;27.0
08:12:23,0;178.0;24.0
08:12:24,0;192.0;10.0
08:12:25,0;188.0;5.0
08:12:26,0;202.0;
08:12:27,0;183.0;6.0
08:12:28,0;204.0;
08:12:29,0;180.0;15.0
08:12:30,0;176.0;20.0
08:12:31,0;185.0;19.0
08:12:32,0;198.0;
08:12:33,0;198.0;
08:12:34,0;192.0;
08:12:35,0;191.0;
08:12:36,0;164.0;29.0
08:12:37,0;172.0;19.0
08:12:38,0;205.0;
08:12:39,0;189.0;5.0
08:12:40,0;200.0;
08:12:41,0;190.0;
08:12:42,0;193.0;
08:12:43,0;203.0;
08:12:44,0;177.0;10.0
08:12:45,0;173.0;19.0
08:12:46,0;171.0;27.0
08:12:47,0;183.0;5.0
08:12:48,0;169.0;26.0
08:12:49,0;197.0;11.0
08:12:50,0;196.0;
08:12:51,0;160.0;31.0
08:12:52,0;187.0;8.0
08:12:53,0;182.0;16.0
08:12:54,0;196.0;3.0
08:12:55,0;193.0;
08:12:56,0;159.0;34.0
08:12:57,0;207.0;
08:12:58,0;169.0;12.0
08:12:59,0;194.0;9.0
08:13:00,0;160.0;28.0
08:13:01,0;208.0;
08:13:02,0;182.0;5.0
08:13:03,0;197.0;
08:13:04,0;167.0;27.0
08:13:05,0;177.0;18.0
08:13:06,0;170.0;31.0
08:13:07,0;200.0;
08:13:08,0;170.0;16.0
08:13:09,0;203.0;4.0
08:13:10,0;198.0;
08:13:11,0;194.0;
08:13:12,0;163.0;21.0
08:13:13,0;184.0;12.0
08:13:14,0;205.0;
08:13:15,0;160.0;24.0
08:13:16,0;183.0;11.0
08:13:17,0;188.0;14.0
08:13:18,0;197.0;
08:13:19,0;195.0;4.0
08:13:20,0;191.0;
08:13:21,0;167.0;25.0
08:13:22,0;171.0;25.0
08:13:23,0;165.0;29.0
08:13:24,0;205.0;
08:13:25,0;196.0;1.0
08:13:26,0;184.0;1.0
08:13:27,0;168.0;26.0
08:13:28,0;206.0;1.0
08:13:29,0;185.0;6.0
08:13:30,0;196.0;
08:13:31,0;168.0;21.0
08:13:32,0;198.0;7.0
08:13:33,0;191.0;
08:13:34,0;166.0;27.0
08:13:35,0;166.0;28.0
08:13:36,0;193.0;9.0
08:13:37,0;205.0;1.0
08:13:38,0;188.0;3.0
08:13:39,0;203.0;
08:13:40,0;199.0;
08:13:41,0;198.0;
08:13:42,0;191.0;
08:13:43,0;202.0;
08:13:44,0;201.0;
08:13:45,0;200.0;
08:13:46,0;188.0;
08:13:47,0;206.0;
08:13:48,0;159.0;29.0
08:13:49,0;166.0;32.0
08:13:50,0;174.0;17.0
08:13:51,0;206.0;2.0
08:13:52,0;186.0;1.0
08:13:53,0;207.0;2.0
08:13:54,0;174.0;10.0
08:13:55,0;207.0;3.0
08:13:56,0;181.0;5.0
08:13:57,0;206.0;
08:13:58,0;185.0;3.0
08:13:59,0;188.0;13.0
08:14:00,0;201.0;1.0
08:14:01,0;190.0;
08:14:02,0;191.0;
08:14:03,0;181.0;11.0
08:14:04,0;157.0;41.0
08:14:05,0;158.0;27.0
08:14:06,0;194.0;9.0
08:14:07,0;193.0;9.0
08:14:08,0;190.0;
08:14:09,0;178.0;16.0
08:14:10,0;160.0;34.0
08:14:11,0;198.0;4.0
08:14:12,0;176.0;14.0
08:14:13,0;184.0;14.0
08:14:14,0;182.0;11.0
08:14:15,0;180.0;14.0
08:14:16,0;169.0;21.0
08:14:17,0;173.0;24.0
08:14:18,0;168.0;23.0
08:14:19,0;169.0;29.0
08:14:20,0;189.0;1.0
08:14:21,0;208.0;
08:14:22,0;159.0;21.0
08:14:23,0;169.0;31.0
08:14:24,0;189.0;3.0
08:14:25,0;199.0;6.0
08:14:26,0;188.0;
08:14:27,0;210.0;
08:14:28,0;187.0;
08:14:29,0;193.0;7.0
08:14:30,0;204.0;
08:14:31,0;196.0;
08:14:32,0;189.0;
08:14:33,0;203.0;
08:14:34,0;189.0;
08:14:35,0;170.0;24.0
08:14:36,0;175.0;17.0
08:14:37,0;187.0;12.0
08:14:38,0;198.0;
08:14:39,0;180.0;10.0
08:14:40,0;177.0;19.0
08:14:41,0;191.0;19.0
08:14:42,0;197.0;
08:14:43,0;204.0;
08:14:44,0;197.0;
08:14:45,0;200.0;
08:14:46,0;201.0;
08:14:47,0;180.0;1.0
08:14:48,0;162.0;36.0
08:14:49,0;179.0;21.0
08:14:50,0;194.0;10.0
08:14:51,0;195.0;
08:14:52,0;200.0;
08:14:53,0;194.0;2.0
08:14:54,0;174.0;14.0
08:14:55,0;193.0;8.0
08:14:56,0;201.0;
08:14:57,0;187.0;3.0
08:14:58,0;178.0;11.0
08:14:59,0;182.0;29.0
08:15:00,0;196.0;
08:15:01,0;191.0;
08:15:02,0;203.0;3.0
08:15:03,0;200.0;
08:15:04,0;197.0;
08:15:05,0;198.0;2.0
08:15:06,0;172.0;7.0
08:15:07,0;173.0;24.0
08:15:08,0;199.0;3.0
08:15:09,0;165.0;21.0
08:15:10,0;188.0;4.0
08:15:11,0;153.0;37.0
08:15:12,0;170.0;27.0
08:15:13,0;176.0;26.0
08:15:14,0;176.0;17.0
08:15:15,0;166.0;30.0
08:15:16,0;196.0;3.0
08:15:17,0;196.0;10.0
08:15:18,0;194.0;
08:15:19,0;157.0;32.0
08:15:20,0;175.0;24.0
08:15:21,0;169.0;27.0
08:15:22,0;166.0;31.0
08:15:23,0;143.0;51.0
08:15:24,0;149.0;48.0
08:15:25,0;139.0;41.0
08:15:26,0;162.0;32.0
08:15:27,0;134.0;55.0
08:15:28,0;163.0;26.0
08:15:29,0;159.0;39.0
08:15:30,0;160.0;33.0
08:15:31,0;164.0;31.0
08:15:32,0;158.0;35.0
08:15:33,0;159.0;28.0
08:15:34,0;163.0;31.0
08:15:35,0;152.0;43.0
08:15:36,0;165.0;33.0
08:15:37,0;159.0;39.0
08:15:38,0;165.0;23.0
08:15:39,0;146.0;43.0
08:15:40,0;167.0;27.0
08:15:41,0;167.0;29.0
08:15:42,0;164.0;28.0
08:15:43,0;127.0;54.0
08:15:44,0;151.0;36.0
08:15:45,0;135.0;59.0
08:15:46,0;158.0;31.0
08:15:47,0;159.0;35.0
08:15:48,0;147.0;34.0
08:15:49,0;158.0;29.0
08:15:50,0;156.0;36.0
08:15:51,0;153.0;46.0
08:15:52,0;154.0;38.0
08:15:53,0;158.0;33.0
08:15:54,0;160.0;26.0
08:15:55,0;154.0;35.0
08:15:56,0;161.0;31.0
08:15:57,0;138.0;44.0
08:15:58,0;140.0;49.0
08:15:59,0;138.0;55.0
08:16:00,0;168.0;24.0
08:16:01,0;146.0;40.0
08:16:02,0;157.0;32.0
08:16:03,0;153.0;44.0
08:16:04,0;161.0;27.0
08:16:05,0;167.0;30.0
08:16:06,0;165.0;27.0
08:16:07,0;154.0;37.0
08:16:08,0;130.0;52.0
08:16:09,0;158.0;35.0
08:16:10,0;158.0;32.0
08:16:11,0;145.0;43.0
08:16:12,0;140.0;53.0
08:16:13,0;129.0;57.0
08:16:14,0;157.0;41.0
08:16:15,0;116.0;76.0
08:16:16,0;148.0;46.0
08:16:17,0;131.0;59.0
08:16:18,0;123.0;71.0
08:16:19,0;118.0;62.0
08:16:20,0;165.0;24.0
08:16:21,0;168.0;23.0
08:16:22,0;157.0;31.0
08:16:23,0;151.0;30.0
08:16:24,0;174.0;23.0
08:16:25,0;149.0;39.0
08:16:26,0;166.0;22.0
08:16:27,0;155.0;41.0
08:16:28,0;160.0;36.0
08:16:29,0;148.0;39.0
08:16:30,0;167.0;31.0
08:16:31,0;157.0;35.0
08:16:32,0;168.0;28.0
08:16:33,0;160.0;21.0
08:16:34,0;161.0;31.0
08:16:35,0;163.0;32.0
08:16:36,0;145.0;38.0
08:16:37,0;135.0;56.0
08:16:38,0;137.0;46.0
08:16:39,0;148.0;46.0
08:16:40,0;159.0;35.0
08:16:41,0;157.0;30.0
08:16:42,0;153.0;37.0
08:16:43,0;150.0;33.0
08:16:44,0;165.0;20.0
08:16:45,0;140.0;41.0
08:16:46,0;146.0;37.0
08:16:47,0;129.0;51.0
08:16:48,0;139.0;34.0
08:16:49,0;130.0;36.0
08:16:50,0;147.0;29.0
08:16:51,0;137.0;38.0
08:16:52,0;155.0;25.0
08:16:53,0;168.0;12.0
08:16:54,0;139.0;25.0
08:16:55,0;143.0;27.0
08:16:56,0;137.0;31.0
08:16:57,0;160.0;10.0
08:16:58,0;157.0;10.0
08:16:59,0;154.0;11.0
08:17:00,0;163.0;4.0
08:17:01,0;158.0;4.0
08:17:02,0;151.0;12.0
08:17:03,0;130.0;23.0
08:17:04,0;162.0;2.0
08:17:05,0;165.0;
08:17:06,0;144.0;4.0
08:17:07,0;141.0;13.0
08:17:08,0;140.0;18.0
08:17:09,0;157.0;
08:17:10,0;141.0;1.0
08:17:11,0;141.0;6.0
08:17:12,0;133.0;6.0
08:17:13,0;142.0;
08:17:14,0;138.0;
08:17:15,0;133.0;
08:17:16,0;128.0;
08:17:17,0;117.0;
08:17:18,0;115.0;
08:17:19,0;106.0;
08:17:20,0;103.0;
08:17:21,0;97.0;
08:17:22,0;91.0;
08:17:23,0;90.0;
08:17:24,0;79.0;
08:17:25,0;79.0;
08:17:26,0;76.0;
08:17:27,0;68.0;
08:17:28,0;69.0;
08:17:29,0;60.0;
08:17:30,0;51.0;
08:17:31,0;50.0;
08:17:32,0;44.0;
08:17:33,0;40.0;
08:17:34,0;34.0;
08:17:35,0;31.0;
08:17:36,0;25.0;
08:17:37,0;22.0;
08:17:38,0;15.0;
08:17:39,0;10.0;
08:17:40,0;3.0;
08:17:41,0;1.0;
08:17:42,0;1.0;
08:17:43,0;1.0;
08:17:44,0;1.0;
