Elapsed time;POST: createOrder
08:10:44,0;1208.4
08:10:44,500;145.0
08:10:45,0;72.0
08:10:45,500;69.33333333333333
08:10:46,0;84.2
08:10:46,500;85.5
08:10:47,0;88.2
08:10:47,500;84.2
08:10:48,0;121.2
08:10:48,500;73.16666666666667
08:10:49,0;76.33333333333333
08:10:49,500;76.375
08:10:50,0;76.57142857142857
08:10:50,500;74.375
08:10:51,0;80.75
08:10:51,500;76.0
08:10:52,0;71.33333333333333
08:10:52,500;70.5
08:10:53,0;77.7
08:10:53,500;86.25
08:10:54,0;79.81818181818181
08:10:54,500;81.0
08:10:55,0;75.41666666666666
08:10:55,500;71.66666666666667
08:10:56,0;77.63636363636364
08:10:56,500;74.9230769230769
08:10:57,0;67.0
08:10:57,500;72.3076923076923
08:10:58,0;69.14285714285714
08:10:58,500;67.71428571428571
08:10:59,0;71.0
08:10:59,500;75.6
08:11:00,0;73.0
08:11:00,500;70.0
08:11:01,0;62.53333333333333
08:11:01,500;63.8125
08:11:02,0;68.6
08:11:02,500;67.93333333333334
08:11:03,0;77.58823529411765
08:11:03,500;79.42105263157895
08:11:04,0;79.99999999999999
08:11:04,500;77.21052631578948
08:11:05,0;77.2991452991453
08:11:05,500;60.7
08:11:06,0;67.72222222222223
08:11:06,500;89.84210526315789
08:11:07,0;64.54545454545455
08:11:07,500;62.523809523809526
08:11:08,0;61.23809523809524
08:11:08,500;62.00826446280992
08:11:09,0;65.03277674706246
08:11:09,500;58.81818181818182
08:11:10,0;55.875
08:11:10,500;71.3875
08:11:11,0;67.52173913043477
08:11:11,500;71.76190476190476
08:11:12,0;78.88808856876085
08:11:12,500;86.41666666666667
08:11:13,0;61.75
08:11:13,500;67.69444444444444
08:11:14,0;67.13928571428572
08:11:14,500;65.44827586206898
08:11:15,0;60.28
08:11:15,500;61.833333333333336
08:11:16,0;60.22222222222222
08:11:16,500;62.90909090909091
08:11:17,0;66.93103448275865
08:11:17,500;81.66666666666667
08:11:18,0;98.08823529411765
08:11:18,500;93.18181818181819
08:11:19,0;70.75675675675676
08:11:19,500;65.5925925925926
08:11:20,0;101.05882352941177
08:11:20,500;74.25507246376813
08:11:21,0;64.33333333333336
08:11:21,500;85.99999999999999
08:11:22,0;92.06561085972851
08:11:22,500;88.53125
08:11:23,0;132.6511627906977
08:11:23,500;68.07499999999997
08:11:24,0;65.38461538461537
08:11:24,500;58.36842105263158
08:11:25,0;63.388888888888886
